Date,Location,MinTemp,MaxTemp,WindDirection,RainToday,RainTomorrow,,,
14-05-2022,Assam,6.9,16.3,WNW,No,No,,,
15-05-2022,Assam,10.3,16.6,WNW,No,Yes,,,
16-05-2022,Assam,12.4,16.4,W,Yes,No,,,
17-05-2022,Assam,3,15.6,W,No,No,,,
18-05-2022,Assam,2.6,19.7,E,No,No,,,
19-05-2022,Assam,3.7,19.1,SSE,No,No,,,
20-05-2022,Assam,5.1,18.6,E,No,No,,,
21-05-2022,Assam,4.4,19.8,SE,No,No,,,
22-05-2022,Assam,4.7,19.8,SE,No,No,,,
23-05-2022,Assam,6.2,22.9,E,No,No,,,
24-05-2022,Assam,6.7,21.1,SE,No,No,,,
25-05-2022,Assam,9.3,20.3,NE,No,Yes,,,
26-05-2022,Assam,11.6,18.1,E,Yes,No,,,
27-05-2022,Assam,8,16.2,W,No,No,,,
28-05-2022,Assam,2.6,15.7,SSE,No,No,,,
29-05-2022,Assam,2.2,16.5,ESE,No,No,,,
30-05-2022,Assam,2.2,16.8,SE,No,No,,,
31-05-2022,Assam,1.7,17.1,NW,No,Yes,,,
01-06-2022,Assam,8,14.3,SE,Yes,Yes,,,
02-06-2022,Assam,8.4,13.4,SE,Yes,Yes,,,
03-06-2022,Assam,10.6,14.3,SE,Yes,Yes,,,
04-06-2022,Assam,8.9,17.4,ENE,Yes,No,,,
05-06-2022,Assam,2.8,16.1,W,No,No,,,
06-06-2022,Assam,1.7,10.5,ESE,No,Yes,,,
07-06-2022,Assam,4.7,11.6,NNW,Yes,Yes,,,
08-06-2022,Assam,9,12,WNW,Yes,Yes,,,
09-06-2022,Assam,6.3,8.8,W,Yes,Yes,,,
10-06-2022,Assam,3,10.5,WNW,Yes,No,,,
11-06-2022,Assam,-2,9.6,SE,No,No,,,
12-06-2022,Assam,-1.3,8.2,ESE,No,No,,,
13-06-2022,Assam,1.8,12.4,ENE,No,No,,,
14-06-2022,Assam,2,15.8,NNE,No,No,,,
15-06-2022,Assam,0.5,14.9,ESE,No,No,,,
16-06-2022,Assam,1.2,17.7,SE,No,No,,,
17-06-2022,Assam,0.6,15.9,WSW,No,No,,,
18-06-2022,Assam,0.5,14.7,N,No,No,,,
19-06-2022,Assam,0.5,15.3,ESE,No,No,,,
20-06-2022,Assam,0.9,17.3,NNE,No,Yes,,,
21-06-2022,Assam,7,17,ENE,Yes,Yes,,,
22-06-2022,Assam,5,14.9,SE,Yes,No,,,
23-06-2022,Assam,3.9,15.5,W,No,Yes,,,
24-06-2022,Assam,7.7,14.1,ESE,Yes,No,,,
25-06-2022,Assam,4.7,12.2,NNW,No,Yes,,,
26-06-2022,Assam,6.9,13.7,SE,Yes,No,,,
27-06-2022,Assam,8.4,11.9,SSE,No,Yes,,,
28-06-2022,Assam,9.3,12.3,W,Yes,Yes,,,
29-06-2022,Assam,8.2,15.7,NE,Yes,Yes,,,
30-06-2022,Assam,9.1,16.1,NW,Yes,Yes,,,
01-07-2022,Assam,8.3,13.3,NW,Yes,Yes,,,
02-07-2022,Assam,8.8,11.6,WNW,Yes,Yes,,,
03-07-2022,Assam,7.6,12,W,Yes,No,,,
04-07-2022,Assam,5.7,13.2,WNW,No,No,,,
05-07-2022,Assam,3.4,12.4,W,No,No,,,
06-07-2022,Assam,0,12.1,ENE,No,No,,,
07-07-2022,Assam,-1.5,12.5,E,No,No,,,
08-07-2022,Assam,-1.7,13.8,E,No,No,,,
09-07-2022,Assam,-0.4,15,ESE,No,No,,,
10-07-2022,Assam,0.1,13.5,E,No,No,,,
11-07-2022,Assam,4.8,13.3,NE,No,No,,,
12-07-2022,Assam,8.1,16.5,NNW,No,No,,,
13-07-2022,Assam,5.9,13.1,WNW,No,Yes,,,
14-07-2022,Assam,6.9,11,W,Yes,Yes,,,
15-07-2022,Assam,2.9,12.6,WSW,Yes,No,,,
16-07-2022,Assam,-0.6,13.4,WNW,No,No,,,
17-07-2022,Assam,-0.3,14.4,N,No,No,,,
18-07-2022,Assam,-1,12,N,No,No,,,
19-07-2022,Assam,3.2,14.1,NNE,No,No,,,
20-07-2022,Assam,3.6,16.5,NW,No,No,,,
21-07-2022,Assam,0.8,17.7,N,No,No,,,
22-07-2022,Assam,6.6,12.3,W,No,Yes,,,
23-07-2022,Assam,6,13.5,WNW,Yes,No,,,
24-07-2022,Assam,-0.1,12.9,NW,No,No,,,
25-07-2022,Assam,-0.3,12.2,NE,No,No,,,
26-07-2022,Assam,2.1,9.8,SSE,No,No,,,
27-07-2022,Assam,1.3,8.8,N,No,Yes,,,
28-07-2022,Assam,4.2,12.7,WNW,Yes,Yes,,,
29-07-2022,Assam,8.3,13.2,WNW,Yes,No,,,
30-07-2022,Assam,3.3,12.1,NNW,No,Yes,,,
31-07-2022,Assam,6.5,14.5,W,Yes,No,,,
01-08-2022,Assam,7.4,13.9,W,No,No,,,
02-08-2022,Assam,7.5,14.1,NNW,No,No,,,
03-08-2022,Assam,8.3,13.8,NNW,No,No,,,
04-08-2022,Assam,3.2,14.7,SSE,No,Yes,,,
05-08-2022,Assam,5.7,13.8,NNE,Yes,No,,,
06-08-2022,Assam,5.1,17.1,N,No,No,,,
07-08-2022,Assam,8,13.9,WNW,No,Yes,,,
08-08-2022,Assam,-0.8,12.9,WNW,Yes,No,,,
09-08-2022,Assam,-1,12.2,ESE,No,No,,,
10-08-2022,Assam,1.9,14.8,SE,No,No,,,
11-08-2022,Assam,5.9,17.7,NNE,No,Yes,,,
12-08-2022,Assam,6.9,14.3,W,Yes,No,,,
13-08-2022,Assam,7.7,11.6,NW,No,Yes,,,
14-08-2022,Assam,6.8,15.2,WSW,Yes,No,,,
15-08-2022,Assam,2.7,17.5,NNE,No,Yes,,,
16-08-2022,Assam,5.1,15.5,W,Yes,Yes,,,
17-08-2022,Assam,4.2,13.6,WNW,Yes,No,,,
18-08-2022,Assam,0.6,15.6,WNW,No,No,,,
19-08-2022,Assam,1.6,16.4,E,No,No,,,
20-08-2022,Assam,5.5,18.4,N,No,No,,,
21-08-2022,Assam,7.3,14.8,WNW,No,Yes,,,
22-08-2022,Assam,0.2,14.1,NE,Yes,Yes,,,
23-08-2022,Assam,5.8,18.9,NNE,Yes,Yes,,,
24-08-2022,Assam,8.9,17.1,WNW,Yes,Yes,,,
25-08-2022,Assam,7.1,12.8,W,Yes,Yes,,,
26-08-2022,Assam,4.2,14.4,NW,Yes,No,,,
27-08-2022,Assam,1.1,16.7,N,No,No,,,
28-08-2022,Assam,1.1,18.6,NNW,No,Yes,,,
29-08-2022,Assam,7.2,17.9,W,Yes,Yes,,,
30-08-2022,Assam,6.3,11.1,WNW,Yes,Yes,,,
31-08-2022,Assam,6.7,14.2,NW,Yes,Yes,,,
01-09-2022,Assam,5.1,14.2,WNW,Yes,No,,,
02-09-2022,Assam,1,16.8,ESE,No,No,,,
03-09-2022,Assam,6.1,20.7,NE,No,Yes,,,
04-09-2022,Assam,6.3,16.9,NW,Yes,No,,,
05-09-2022,Assam,2.1,15,WNW,No,No,,,
06-09-2022,Assam,1.6,16.6,NE,No,No,,,
07-09-2022,Assam,8.3,17.6,W,No,No,,,
08-09-2022,Assam,5.7,16.5,W,No,No,,,
09-09-2022,Assam,7.5,14.3,W,No,No,,,
10-09-2022,Assam,2.6,28,NS,No,NA,,,
11-09-2022,Assam,15.3,18.8,N,NA,No,,,
12-09-2022,Assam,6.5,24.7,NE,No,No,,,
13-09-2022,Assam,13.2,25.1,NNE,No,No,,,
14-09-2022,Assam,4.3,17.8,SW,No,No,,,
15-09-2022,Assam,1.6,17.2,S,No,No,,,
16-09-2022,Assam,2.8,21.1,E,No,No,,,
17-09-2022,Assam,6.3,19,WNW,No,Yes,,,
18-09-2022,Assam,7.4,20.4,WNW,Yes,No,,,
19-09-2022,Assam,5.4,20.6,NNW,No,No,,,
20-09-2022,Assam,8,18.9,W,No,No,,,
21-09-2022,Assam,3.7,19,NE,No,Yes,,,
22-09-2022,Assam,11.5,20.2,NNE,Yes,Yes,,,
23-09-2022,Assam,9.3,16.8,W,Yes,Yes,,,
24-09-2022,Assam,8.2,18.2,NW,Yes,No,,,
25-09-2022,Assam,5.3,20.6,NNW,No,Yes,,,
26-09-2022,Assam,6.8,12.2,WNW,Yes,Yes,,,
27-09-2022,Assam,4.5,12.9,W,Yes,No,,,
28-09-2022,Assam,5.5,17.9,W,No,No,,,
29-09-2022,Assam,1.7,17,NW,No,No,,,
30-09-2022,Assam,4,21.4,NNW,No,No,,,
01-10-2022,Assam,8.9,21.1,SSW,No,No,,,
02-10-2022,Assam,11.7,22,SE,No,Yes,,,
03-10-2022,Assam,8.5,13.5,SSE,Yes,Yes,,,
04-10-2022,Assam,9.6,16.2,NNE,Yes,No,,,
05-10-2022,Assam,8.3,19.7,W,No,No,,,
06-10-2022,Assam,5.2,16.2,SE,No,Yes,,,
07-10-2022,Assam,3.8,15.9,S,Yes,No,,,
08-10-2022,Assam,1.2,16.3,ESE,No,No,,,
09-10-2022,Assam,3.2,18.2,SSE,No,No,,,
10-10-2022,Assam,4.6,19,SE,No,No,,,
11-10-2022,Assam,6.4,18.7,W,No,No,,,
12-10-2022,Assam,5.8,23.3,W,No,Yes,,,
13-10-2022,Assam,6.6,17.7,N,Yes,Yes,,,
14-10-2022,Assam,9.5,15.1,W,Yes,Yes,,,
15-10-2022,Assam,9.7,15.7,WNW,Yes,Yes,,,
16-10-2022,Assam,4.1,16.6,W,Yes,No,,,
17-10-2022,Assam,4.6,19.2,WSW,No,No,,,
18-10-2022,Assam,5.1,20.3,NW,No,No,,,
19-10-2022,Assam,5.1,22.7,NE,No,No,,,
20-10-2022,Assam,6.9,26.6,NNW,No,No,,,
21-10-2022,Assam,8.8,27.1,SSE,No,No,,,
22-10-2022,Assam,9.1,27.1,WSW,No,No,,,
23-10-2022,Assam,8.1,23.9,WNW,No,No,,,
24-10-2022,Assam,7.4,25.4,WSW,No,No,,,
25-10-2022,Assam,10.6,23.1,SE,No,No,,,
26-10-2022,Assam,10.8,22,SE,No,No,,,
27-10-2022,Assam,5.9,24.1,ENE,No,No,,,
28-10-2022,Assam,11.3,26.8,W,No,No,,,
29-10-2022,Assam,14.5,26.9,NNW,No,No,,,
30-10-2022,Assam,13.7,29.1,WSW,No,No,,,
31-10-2022,Assam,15.6,30.8,SSE,No,No,,,
01-11-2022,Assam,17.8,34,WNW,No,No,,,
02-11-2022,Assam,18.7,32.4,S,No,No,,,
03-11-2022,Assam,18.7,24.3,W,No,No,,,
04-11-2022,Assam,10,23.2,WNW,No,No,,,
05-11-2022,Assam,6.6,25.3,NE,No,No,,,
06-11-2022,Assam,10.8,27.9,SSE,No,No,,,
07-11-2022,Assam,11.3,29.8,S,No,No,,,
08-11-2022,Assam,13.5,31.8,SSE,No,No,,,
09-11-2022,Assam,15.4,33.4,WSW,No,No,,,
10-11-2022,Assam,15.9,35.2,SW,No,No,,,
11-11-2022,Assam,17.1,36,ESE,No,No,,,
12-11-2022,Assam,16.7,35.1,WSW,No,No,,,
13-11-2022,Assam,18.1,32.8,SE,No,No,,,
14-11-2022,Assam,13.4,35.4,W,No,No,,,
15-11-2022,Assam,17.2,36.3,W,No,No,,,
16-11-2022,Assam,15.3,35.1,W,No,No,,,
17-11-2022,Assam,12.1,30.5,SSE,No,No,,,
18-11-2022,Assam,11.4,33.5,N,No,No,,,
19-11-2022,Assam,18.6,39.7,NW,No,No,,,
20-11-2022,Assam,15.3,38.2,NW,No,Yes,,,
21-11-2022,Assam,19.3,21,NE,Yes,Yes,,,
22-11-2022,Assam,18.3,28.3,NNW,Yes,No,,,
23-11-2022,Assam,11.9,23.6,W,No,No,,,
24-11-2022,Assam,12.8,25.8,WNW,No,No,,,
25-11-2022,Assam,17.2,32.9,SE,No,No,,,
26-11-2022,Assam,21,34.5,N,No,Yes,,,
27-11-2022,Assam,15.9,26.2,N,Yes,No,,,
28-11-2022,Assam,17.1,26.4,W,No,Yes,,,
29-11-2022,Assam,12.8,22.3,WNW,Yes,Yes,,,
30-11-2022,Assam,13.2,23.9,SE,Yes,No,,,
01-12-2022,Assam,12.3,23.6,E,No,No,,,
02-12-2022,Assam,10.6,27,WNW,No,No,,,
03-12-2022,Assam,11.4,31.5,W,No,No,,,
04-12-2022,Assam,12.3,27.5,WSW,No,No,,,
05-12-2022,Assam,10.7,26.7,W,No,No,,,
06-12-2022,Assam,11.1,30.7,W,No,No,,,
07-12-2022,Assam,13.4,31.9,W,No,No,,,
08-12-2022,Assam,18.2,24.9,SW,No,Yes,,,
09-12-2022,Assam,9.2,25.4,WNW,Yes,No,,,
10-12-2022,Assam,14.2,27.4,W,No,No,,,
11-12-2022,Assam,9.2,22.6,SW,No,No,,,
12-12-2022,Assam,9,26.5,WSW,No,No,,,
13-12-2022,Assam,11.8,29.6,SW,No,No,,,
14-12-2022,Assam,13.6,32,SSE,No,No,,,
15-12-2022,Assam,13.1,34.7,SSW,No,No,,,
16-12-2022,Assam,14.6,38.6,NNW,No,No,,,
17-12-2022,Assam,14.5,40.3,NW,No,Yes,,,
18-12-2022,Assam,12.2,26.4,W,Yes,No,,,
19-12-2022,Assam,11.1,29.2,WSW,No,No,,,
20-12-2022,Assam,12,31.3,NNW,No,No,,,
21-12-2022,Assam,12.7,33.7,NW,No,No,,,
22-12-2022,Assam,15.1,36.6,WSW,No,No,,,
23-12-2022,Assam,18.1,38.2,E,No,No,,,
24-12-2022,Assam,22.9,34.6,NNE,No,Yes,,,
25-12-2022,Assam,18.8,28.3,SE,Yes,No,,,
26-12-2022,Assam,17.1,31.3,N,No,No,,,
27-12-2022,Assam,17.6,27.3,ENE,No,No,,,
28-12-2022,Assam,17.8,35.9,SE,No,No,,,
29-12-2022,Assam,18.7,35.9,SSE,No,No,,,
30-12-2022,Assam,19.8,36.8,N,No,No,,,
31-12-2022,Assam,21.1,33.2,N,No,Yes,,,
01-01-2023,Assam,19.4,31.9,NNE,Yes,Yes,,,
02-01-2023,Assam,18.6,29.1,W,Yes,No,,,
03-01-2023,Assam,12.2,29.7,W,No,No,,,
04-01-2023,Assam,14.8,32.8,SW,No,No,,,
05-01-2023,Assam,15,35.8,W,No,No,,,
06-01-2023,Assam,16.3,33.8,WNW,No,No,,,
07-01-2023,Assam,15,33,SSE,No,No,,,
08-01-2023,Assam,17.4,36.4,N,No,No,,,
09-01-2023,Assam,19.6,39.8,W,No,No,,,
10-01-2023,Assam,20.6,42.2,WSW,No,No,,,
11-01-2023,Assam,21,42.2,NE,No,No,,,
12-01-2023,Assam,24.5,42.4,NNW,No,No,,,
13-01-2023,Assam,22.6,28.4,SW,No,Yes,,,
14-01-2023,Assam,15.7,31.7,SSW,Yes,No,,,
15-01-2023,Assam,17.2,36.3,NNW,No,No,,,
16-01-2023,Assam,21.8,36.6,W,No,No,,,
17-01-2023,Assam,16.8,25.6,WNW,No,No,,,
18-01-2023,Assam,10.5,22.6,SW,No,No,,,
19-01-2023,Assam,8.7,25.2,W,No,No,,,
20-01-2023,Assam,11,32.9,W,No,No,,,
21-01-2023,Assam,15.4,37.3,W,No,No,,,
22-01-2023,Assam,19.2,41.8,NNW,No,No,,,
23-01-2023,Assam,24.7,35.4,WSW,No,No,,,
24-01-2023,Assam,14.4,33.7,SSW,No,No,,,
25-01-2023,Assam,14.3,35.8,WNW,No,No,,,
26-01-2023,Assam,15.1,35.9,WSW,No,No,,,
27-01-2023,Assam,17.7,36.4,W,No,No,,,
28-01-2023,Assam,15.2,34.4,NW,No,No,,,
29-01-2023,Assam,16,35.2,SSE,No,No,,,
30-01-2023,Assam,18.9,36.5,NE,No,No,,,
31-01-2023,Assam,21.7,36.3,NE,No,No,,,
01-02-2023,Assam,21,38.2,E,No,Yes,,,
02-02-2023,Assam,17.8,34.3,ENE,Yes,No,,,
03-02-2023,Assam,17.9,35.6,E,No,No,,,
04-02-2023,Assam,23.5,32,NNW,No,Yes,,,
05-02-2023,Assam,19.2,26.1,SE,Yes,Yes,,,
06-02-2023,Assam,19.5,30.3,SE,Yes,No,,,
07-02-2023,Assam,20.3,33.9,SE,No,No,,,
08-02-2023,Assam,23,34,NNW,No,No,,,
09-02-2023,Assam,22.1,35.1,NS,No,NA,,,
10-02-2023,Assam,21.7,35.6,SSW,NA,No,,,
11-02-2023,Assam,21.5,35,NS,No,NA,,,
12-02-2023,Assam,22.5,29.1,SW,NA,No,,,
13-02-2023,Assam,20.8,27.1,NE,No,No,,,
14-02-2023,Assam,20.5,30.3,SE,No,No,,,
15-02-2023,Assam,17.8,26.8,ESE,No,No,,,
16-02-2023,Assam,17.6,29,SE,No,No,,,
17-02-2023,Assam,15.5,30.6,NS,No,NA,,,
18-02-2023,Assam,15.3,31.2,ESE,NA,No,,,
19-02-2023,Assam,16.4,30.3,NNE,No,No,,,
20-02-2023,Assam,15.7,31.8,NW,No,No,,,
21-02-2023,Assam,19.6,34.7,SSW,No,Yes,,,
22-02-2023,Assam,20.2,26.4,E,Yes,No,,,
23-02-2023,Assam,12.5,26.1,W,No,No,,,
24-02-2023,Assam,12.8,28.5,SE,No,No,,,
25-02-2023,Assam,15,31,NNW,No,No,,,
26-02-2023,Assam,17.2,28,NS,No,NA,,,
27-02-2023,Assam,15.3,26.3,NE,NA,Yes,,,
28-02-2023,Assam,18.2,29.3,W,Yes,No,,,
01-03-2023,Assam,14.4,28,NS,No,NA,,,
02-03-2023,Assam,11.2,28.5,SSE,NA,No,,,
03-03-2023,Assam,12.5,31.2,ENE,No,No,,,
04-03-2023,Assam,15.1,28,NS,No,No,,,
05-03-2023,Assam,15.3,22.3,NE,No,Yes,,,
06-03-2023,Assam,18.8,30.3,WSW,Yes,Yes,,,
07-03-2023,Assam,18.3,22.9,SE,Yes,Yes,,,
08-03-2023,Assam,18.1,25.5,NW,Yes,Yes,,,
09-03-2023,Assam,15.7,22.4,NW,Yes,No,,,
10-03-2023,Assam,8.8,28,NS,No,NA,,,
11-03-2023,Assam,12.3,24.4,SSE,NA,No,,,
12-03-2023,Assam,10.6,25,NNE,No,No,,,
13-03-2023,Assam,11.5,25.7,SE,No,No,,,
14-03-2023,Assam,12.2,26.3,SE,No,No,,,
15-03-2023,Assam,13.2,26.6,E,No,No,,,
16-03-2023,Assam,12.5,28.6,ENE,No,No,,,
17-03-2023,Assam,13.3,29.6,SSW,No,No,,,
18-03-2023,Assam,15.1,30.4,SSE,No,No,,,
19-03-2023,Assam,14.9,31.4,W,No,No,,,
20-03-2023,Assam,16.7,31.9,W,No,No,,,
21-03-2023,Assam,16.8,25.6,W,No,No,,,
22-03-2023,Assam,9.1,25.3,WNW,No,No,,,
23-03-2023,Assam,8.3,27,WNW,No,No,,,
24-03-2023,Assam,10.5,28.8,S,No,No,,,
25-03-2023,Assam,11.6,29.6,NNW,No,No,,,
26-03-2023,Assam,12.6,30,WNW,No,No,,,
27-03-2023,Assam,15.6,30.2,E,No,No,,,
28-03-2023,Assam,17.2,28.7,W,No,Yes,,,
29-03-2023,Assam,18.2,26.3,WNW,Yes,No,,,
30-03-2023,Assam,16.5,26.9,SSW,No,No,,,
31-03-2023,Assam,13.4,26.1,SSE,No,No,,,
01-04-2023,Assam,11.6,25.8,WNW,No,No,,,
02-04-2023,Assam,10,25.1,SE,No,No,,,
03-04-2023,Assam,12.4,24.8,NE,No,No,,,
04-04-2023,Assam,12.5,24.8,SE,No,No,,,
05-04-2023,Assam,10.3,25.3,SE,No,No,,,
06-04-2023,Assam,10.6,24.7,NE,No,Yes,,,
07-04-2023,Assam,15.7,23.4,N,Yes,Yes,,,
08-04-2023,Assam,13.5,23.1,NW,Yes,No,,,
09-04-2023,Assam,10.1,21.9,E,No,No,,,
10-04-2023,Assam,14.1,18.6,WNW,No,Yes,,,
11-04-2023,Assam,14.2,18.7,WNW,Yes,No,,,
12-04-2023,Assam,5.6,17.4,SW,No,No,,,
13-04-2023,Assam,4.6,19.9,SW,No,No,,,
14-04-2023,Assam,5.1,21.9,SSE,No,No,,,
15-04-2023,Assam,6.1,23.5,SE,No,No,,,
16-04-2023,Assam,7.7,24.7,SSE,No,No,,,
17-04-2023,Assam,8.5,25.4,ESE,No,No,,,
18-04-2023,Assam,10.1,25.1,SSW,No,No,,,
19-04-2023,Assam,11.2,25.9,ESE,No,No,,,
20-04-2023,Assam,11.8,25.2,ENE,No,No,,,
21-04-2023,Assam,12.3,27.5,NW,No,No,,,
22-04-2023,Assam,11.4,27.3,WSW,No,No,,,
23-04-2023,Assam,11.3,29,NNW,No,Yes,,,
24-04-2023,Assam,15.4,19.8,NNW,Yes,Yes,,,
25-04-2023,Assam,10.8,18.5,W,Yes,No,,,
26-04-2023,Assam,5.1,17.9,SSE,No,No,,,
27-04-2023,Assam,7.1,16.1,ENE,No,Yes,,,
28-04-2023,Assam,9.7,17.3,NW,Yes,No,,,
29-04-2023,Assam,10.5,17.7,W,No,No,,,
30-04-2023,Assam,5.6,19.1,ESE,No,No,,,
01-05-2023,Assam,5.9,21.1,N,No,No,,,
02-05-2023,Assam,4.8,20.7,SSW,No,No,,,
03-05-2023,Assam,6.8,23,NNW,No,No,,,
04-05-2023,Assam,8,25.3,WNW,No,Yes,,,
05-05-2023,Assam,8.9,14.5,W,Yes,No,,,
06-05-2023,Assam,7.1,15.3,W,No,No,,,
07-05-2023,Assam,5.7,17.5,W,No,No,,,
08-05-2023,Assam,9.6,19.3,SSE,No,No,,,
09-05-2023,Assam,5.7,19.5,ENE,No,No,,,
10-05-2023,Assam,5,19.8,ENE,No,No,,,
11-05-2023,Assam,3,15.6,WSW,No,No,,,
12-05-2023,Assam,1.3,14.9,W,No,No,,,
13-05-2023,Assam,1,17.1,W,No,No,,,
14-05-2023,Assam,3.1,17.7,SE,No,No,,,
15-05-2023,Assam,2.2,18.4,SE,No,No,,,
16-05-2023,Assam,1.7,17.5,ESE,No,No,,,
17-05-2023,Assam,4.5,17,ESE,No,No,,,
18-05-2023,Assam,1.6,19.7,WNW,No,No,,,
19-05-2023,Assam,1.4,18.5,W,No,No,,,
20-05-2023,Assam,2.1,16.5,N,No,No,,,
21-05-2023,Assam,1.7,17.9,SSE,No,No,,,
22-05-2023,Assam,1.1,17.1,ESE,No,No,,,
23-05-2023,Assam,0.9,18.1,NNW,No,No,,,
24-05-2023,Assam,5.2,16.3,ESE,No,Yes,,,
25-05-2023,Assam,10.2,14.9,E,Yes,Yes,,,
26-05-2023,Assam,8.4,19,SSE,Yes,No,,,
27-05-2023,Assam,5.7,16.6,SSE,No,No,,,
28-05-2023,Assam,6.4,17,ENE,No,Yes,,,
29-05-2023,Assam,9.4,15,N,Yes,Yes,,,
30-05-2023,Assam,8.8,20.2,SE,Yes,No,,,
31-05-2023,Assam,10.7,19.1,SSE,No,No,,,
01-06-2023,Assam,4.2,16.6,SE,No,No,,,
02-06-2023,Assam,4.3,17.7,W,No,No,,,
03-06-2023,Assam,3.4,17.7,SSE,No,No,,,
04-06-2023,Assam,3.1,18.4,W,No,No,,,
05-06-2023,Assam,1.7,10.2,SW,No,No,,,
06-06-2023,Assam,5,15.8,SW,No,No,,,
07-06-2023,Assam,0.4,14,S,No,No,,,
08-06-2023,Assam,3.1,12.2,WNW,No,No,,,
09-06-2023,Assam,5.3,8.4,WNW,No,Yes,,,
10-06-2023,Assam,4.9,12.9,W,Yes,No,,,
11-06-2023,Assam,7.2,13.2,W,No,No,,,
12-06-2023,Assam,0,13.3,W,No,No,,,
13-06-2023,Assam,-1,13.1,ESE,No,No,,,
14-06-2023,Assam,-2,13.2,ESE,No,No,,,
15-06-2023,Assam,-0.3,12.8,SSE,No,No,,,
16-06-2023,Assam,1.5,15.5,NNW,No,Yes,,,
17-06-2023,Assam,7.4,16.2,W,Yes,Yes,,,
18-06-2023,Assam,3,12.2,W,Yes,Yes,,,
19-06-2023,Assam,6.9,15.2,WNW,Yes,No,,,
20-06-2023,Assam,3.6,13.1,NW,No,No,,,
21-06-2023,Assam,5,12.5,W,No,No,,,
22-06-2023,Assam,3,14.8,SE,No,No,,,
23-06-2023,Assam,3.5,16.5,E,No,No,,,
24-06-2023,Assam,3.4,17,ENE,No,No,,,
25-06-2023,Assam,7,16.1,NNE,No,Yes,,,
26-06-2023,Assam,6.2,12.1,WNW,Yes,No,,,
27-06-2023,Assam,0.6,11.9,W,No,No,,,
28-06-2023,Assam,-0.6,8.3,NNW,No,No,,,
29-06-2023,Assam,2.3,9.4,N,No,No,,,
30-06-2023,Assam,5.1,9.8,N,No,Yes,,,
01-07-2023,Assam,3.2,11.9,NNE,Yes,No,,,
02-07-2023,Assam,0.2,10.9,ESE,No,No,,,
03-07-2023,Assam,1,10.3,NNW,No,No,,,
04-07-2023,Assam,1.5,10.8,E,No,No,,,
05-07-2023,Assam,1.8,12.1,SE,No,Yes,,,
06-07-2023,Assam,2.3,13.9,SSE,Yes,No,,,
07-07-2023,Assam,1.5,13.5,NNE,No,No,,,
08-07-2023,Assam,2.1,14.8,ESE,No,No,,,
09-07-2023,Assam,0,14.6,ENE,No,No,,,
10-07-2023,Assam,1.5,16.1,N,No,Yes,,,
11-07-2023,Assam,5,15.4,N,Yes,No,,,
12-07-2023,Assam,3.5,15.3,SE,No,No,,,
13-07-2023,Assam,3.5,16.3,WNW,No,Yes,,,
14-07-2023,Assam,6.2,10,NW,Yes,Yes,,,
15-07-2023,Assam,3.4,12.2,WNW,Yes,No,,,
16-07-2023,Assam,0.6,13.1,ENE,No,No,,,
17-07-2023,Assam,-0.4,11.5,E,No,No,,,
18-07-2023,Assam,0.7,12.8,ENE,No,Yes,,,
19-07-2023,Assam,5,13.5,NW,Yes,No,,,
20-07-2023,Assam,0.5,11.6,WNW,No,No,,,
21-07-2023,Assam,0.6,12.9,W,No,No,,,
22-07-2023,Assam,-0.5,13.8,SW,No,No,,,
23-07-2023,Assam,0.1,15.7,W,No,No,,,
24-07-2023,Assam,1,14.6,W,No,No,,,
25-07-2023,Assam,2.5,14.3,W,No,No,,,
26-07-2023,Assam,1.9,14.9,WSW,No,No,,,
27-07-2023,Assam,-1.2,15,SSE,No,No,,,
28-07-2023,Assam,2.1,12.6,ESE,No,Yes,,,
29-07-2023,Assam,5.8,14.8,NW,Yes,No,,,
30-07-2023,Assam,8.9,14.9,NNE,No,Yes,,,
31-07-2023,Assam,7.5,12.3,W,Yes,Yes,,,
01-08-2023,Assam,7.5,10.1,WNW,Yes,Yes,,,
02-08-2023,Assam,5.4,14.7,W,Yes,No,,,
03-08-2023,Assam,1.2,15.7,WNW,No,No,,,
04-08-2023,Assam,1.2,9.6,NS,No,NA,,,
05-08-2023,Assam,15.3,11.8,WSW,NA,No,,,
06-08-2023,Assam,0.7,12.6,NW,No,No,,,
07-08-2023,Assam,-0.6,13.1,ESE,No,No,,,
08-08-2023,Assam,-1.3,12.6,SSE,No,No,,,
09-08-2023,Assam,0.3,15.5,E,No,Yes,,,
10-08-2023,Assam,4.4,16,NNW,Yes,Yes,,,
11-08-2023,Assam,7.2,10.4,NNE,Yes,Yes,,,
12-08-2023,Assam,4.5,14.9,SW,Yes,No,,,
13-08-2023,Assam,1.6,15,W,No,No,,,
14-08-2023,Assam,3.2,13,ENE,No,Yes,,,
15-08-2023,Assam,7.2,12.1,WNW,Yes,Yes,,,
16-08-2023,Assam,6.4,11.8,W,Yes,Yes,,,
17-08-2023,Assam,-1,12.1,E,Yes,No,,,
18-08-2023,Assam,1.3,11.8,ENE,No,Yes,,,
19-08-2023,Assam,5,15.1,NW,Yes,Yes,,,
20-08-2023,Assam,4.5,11.7,W,Yes,No,,,
21-08-2023,Assam,6.3,12.9,WNW,No,No,,,
22-08-2023,Assam,2.1,15.3,N,No,No,,,
23-08-2023,Assam,4.1,12.8,NW,No,Yes,,,
24-08-2023,Assam,6.4,13.3,WNW,Yes,Yes,,,
